journal_name,news_title,news_time
연합뉴스,버스정류장서 모르는 남성에 '본드 냄새 액체' 뿌린 60대 체포,05월 12일 13:54
연합뉴스,[제보#] 폰 끄고 삼겹살 굽고…'속세' 떠나 사우나 향하는 MZ,05월 12일 13:54
한국경제TV,삼성전자 노사 '줄다리기'…사후조정 오늘 넘길 수도,05월 12일 13:39
한국경제TV,"""정부 지원금과 별도""…1인 30만원 추가 지급",05월 12일 13:39
한국경제TV,"""메모리사이클 종료? 시기상조"" 삼전닉스 개미 '환호'…글로벌 투자자들 시선 달라졌다",05월 12일 13:39
한국경제TV,주검으로 돌아온 초등생 부모 오열…학교도 충격,05월 12일 13:39
아이뉴스24,"삼성전자 노사 협상 이틀째…노조 ""합의든 결렬이든 최선""",05월 12일 12:43
아이뉴스24,SK하이닉스 웨이퍼 1장 가격은 제네시스 한 대 값,05월 12일 12:43
아이뉴스24,"""한국, 주요국 성장률 1위 기록""⋯16년 만 '경제 반등 신화' 다시 쓰나",05월 12일 12:43
아이뉴스24,'호치' 세대교체 되나⋯삼양식품의 고민,05월 12일 12:43
MBN,"조현 ""한국 선박 타격 비행체 잔해 곧 국내 도착""",05월 12일 13:26
MBN,"주왕산 실종 초등생, 실족사 추정…사흘 만에 주검으로",05월 12일 13:26
MBN,"미국 ""제보하면 220억 포상금""…이란 혁명수비대 자금줄 조준",05월 12일 13:26
MBN,"'영장 기각' 풀려난 스토킹범, 흉기 들고 전 연인 찾아가 자해 사망",05월 12일 13:26
뉴시스,"국토부 ""토허제 실거주 유예, 전월세엔 큰 문제 없을 것""[일문일답]",05월 12일 13:52
뉴시스,"헤그세스, 안규백 만나 이란 군사작전 협력 당부…""어깨 나란히 하길""(종합)",05월 12일 13:52
뉴시스,"""43조 손실 파업 막을까""…삼성전자 노사, 오늘까지 '마지막 담판'",05월 12일 13:52
뉴시스,"외교부 ""우크라 외교장관 방한 협의 중""…北포로 송환 논의할 듯",05월 12일 13:52
한국경제,'하루 1만5000보' 걷는 직원들…'SK하닉 대박 신화'의 비밀,05월 12일 14:03
한국경제,"""그 가격엔 안 팔아요""…데드라인 넘긴 서울 집주인 '돌변' [돈앤톡]",05월 12일 14:03
한국경제,"두아 리파 220억원 소송에…삼성 ""사진 무단사용 아냐""",05월 12일 14:03
한국경제,"[단독] 신혜성, 논현동 꼬마빌딩 55.5억 매각…""손해 보고 팔았다""",05월 12일 14:03
경향신문,이 대통령 “죽을 때까지 콩나물 한개 팔아서도 갚아야 한다? 이게 국민 감정에 맞나?”,05월 12일 13:52
경향신문,"‘받들어 총’ 논란 속 오세훈표 ‘감사의 정원’ 공개 강행···정원오 “보수 강화, 선거용 꼼수”",05월 12일 13:52
경향신문,청송 주왕산 실종 초등생 시신 발견···당국 “신원 확인 중”,05월 12일 13:52
경향신문,"이번엔 달 착륙선 도킹이다…NASA, 아르테미스 3호에 엔진 장착 본격 준비",05월 12일 13:52
데일리안,[6·3 픽] 이대통령 지지율 67%인데 대구는 왜…'이재명 효과'의 역설,05월 12일 13:47
데일리안,"[6·3 픽] 한동훈, 하정우 TV토론 거듭 촉구…""정치인은 불편한 질문 답해야""",05월 12일 13:47
데일리안,[단독] 한국 제조업 파고든 블랙록…포스코서 국민연금 2%p 차 추격,05월 12일 13:47
데일리안,"초등생 여아 만져대던 60대男 ""내 마누라로 딱이네""",05월 12일 13:47
일다,‘고립 출산’한 베트남인 기능실습생이 사체유기죄?,05월 11일 11:18
일다,‘좋은 어른이 있었다’ 아이들에게 이렇게 기억되고 싶죠,05월 11일 11:18
일다,세계 가톨릭 청년들의 축제에 ‘퀴어’로 함께 할 것이다,05월 11일 11:18
일다,더 많은 지역의 하늘에 무지개가 뜰 수 있도록,05월 11일 11:18
중앙일보,"[단독] 서울대병원 148억 벌금폭탄…‘6년 연속 1위’ 불명예, 무슨 일",05월 12일 13:32
중앙일보,"주왕산 실종 초등생, 사흘만에 숨진 채 발견…“실족 후 사망 추정”",05월 12일 13:32
중앙일보,“우리 애 연봉 이거밖에 안되나”…회사 찾아온 신입사원 엄마,05월 12일 13:32
중앙일보,당뇨·암 다 이겨낸 96세 권노갑…“이것 타먹는다” 아침 4잔 비밀,05월 12일 13:32
JIBS,"“삼성·SK가 번 AI 돈, 국민도 나눠 갖나”… 청와대가 꺼낸 ‘배당국가’ 실험",05월 12일 13:42
JIBS,26만병 팔린 '제주 특산주'.. 알고보니 수입 과일·수돗물로  만들었다,05월 12일 13:42
JIBS,"추미애 ""조작기소면 명예회복 왜 잘못"".. 장동혁 ""보수의 어머니가  돌아왔다""",05월 12일 13:42
JIBS,제주 주택가 흉기 난동 40대 남성  구속,05월 12일 13:42
뉴스1,"김용범, AI시대 '국민배당금' 제안…""반도체 호황, 구조적 초과이윤 가능성""",05월 12일 13:48
뉴스1,향후 2년 무주택자가 '세입자 있는 주택' 매입시 실거주 유예,05월 12일 13:48
뉴스1,"""길도 없는 골짜기, 왜?""…주왕산 초등생 주봉 100m 아래서 구조견에 발견",05월 12일 13:48
뉴스1,"""시장님이 中 간첩이었다니""…美기소에 캘리포니아 도시 충격",05월 12일 13:48
매일경제,"“하닉으로 7억 번 부모님, 집 한 채 해주겠지?”…글 썼다 ‘기생충’ 뭇매",05월 12일 13:58
매일경제,“8천피 눈앞에 두고 와르르”…외국인 3조 ‘팔자’에 코스피 3%대 급락,05월 12일 13:58
매일경제,"이 대통령 쓴소리에…금융사, 상록수 보유 채권 줄줄이 매각",05월 12일 13:58
매일경제,"타자가 놓친 방망이, 누구 맞으면 무조건…日 ‘위험스윙’ 벌칙 즉각 시행",05월 12일 13:58
동아사이언스,국산 CAR-T 치료 시대 개막…걸림돌 대신 '디딤돌' 된 규제과학,05월 12일 13:48
동아사이언스,책 자주 읽고 미술관 가면 생물학적 노화 속도 늦춘다,05월 12일 13:48
동아사이언스,"텔레픽스 ""이란 원유 수출기지 하르그섬 해역 기름띠 가능성 확인""",05월 12일 13:48
동아사이언스,전쟁 여파 주사기 품귀 우려 없어…4600만개 재고 확보,05월 12일 13:48
블로터,"삼성發 성과급 갈등, SK하이닉스 '10% 룰'도 흔드나",05월 12일 13:43
블로터,[박종면칼럼] 한화 김승연 회장의 '록히드마틴 꿈',05월 12일 13:43
블로터,"장민영 기업은행장, 정책금융 새 판…을지로 대신 여의도로 간 이유는",05월 12일 13:43
블로터,최태원·노소영 이혼소송 조정기일 13일 진행…합의 가능성은?,05월 12일 13:43
한국일보,"이 대통령, 나무호 피격 보고에 ""수고했다""… 공개 발언은 없었다",05월 12일 14:02
한국일보,"조국 '2개월 월세' 의혹에 ""1년으로 계약 연장""... 유의동 ""계약서 공개하라""",05월 12일 14:02
한국일보,주왕산서 실종된 초등생 숨진 채 발견… 실족사 추정,05월 12일 14:02
한국일보,"제주 함덕 해변에 떠밀려온 김정은 사진 ""대공 혐의점 없어""",05월 12일 14:02
노컷뉴스,고립된 남극기지서 흉기 위협 사건…가해자와 3주 넘게 동거,05월 12일 13:53
노컷뉴스,"삼전노조 겨냥?…김용범 ""AI 초과이윤, 국민배당금으로 환원""",05월 12일 13:53
노컷뉴스,세종 남부서 유치장 입감된 60대 남성 숨져,05월 12일 13:53
노컷뉴스,"""왜 우리 애 멀미하게 해요?""…교육부 장관 앞 울분 터트린 교사[뉴스럽다]",05월 12일 13:53
MBC,주왕산 실종 초등생 숨진 채 발견‥수색 경찰견이 주봉 인근서 포착,05월 12일 13:45
MBC,"정원오 ""감사의 정원, 선거 전 졸속""‥오세훈 ""저급한 프레임""",05월 12일 13:45
MBC,"여당, 김건희 선상파티 무혐의에 ""경찰, 국민 바보로 아냐""",05월 12일 13:45
MBC,"한동훈 후원회장에 '고문 의혹' 정형근? 한지아 ""급할때도 원칙과 선 지켜야"" [모닝콜]",05월 12일 13:45
주간경향,박왕열 마약 공급책 ‘청담사장’은 50세 최병민···경찰 신상공개,05월 12일 11:36
주간경향,윤석열 구속취소 지귀연···‘룸살롱 접대 의혹’ 공수처 소환조사 받았다,05월 12일 11:36
주간경향,"‘선상 파티’ 김건희는 증거불충분 무혐의···다금바리 공수, 노래방 설치한 김성훈은 직권남용",05월 12일 11:36
주간경향,[단독] ‘장동혁 초청’한 연구소 인사에도 로비…결국 쿠팡 손바닥 안이었다,05월 12일 11:36
